Gene	HCC1143	COLO829	HCC1937	HCC1395	NCI-H1770
ZNF292	1.0	0.0	0.0	unstable_segmentation	-1.0
ZNF296	1.0	0.0	1.0	-1.0	0.0
ZNF30	1.0	0.0	1.0	0.0	0.0
ZNF300	1.0	-1.0	1.0	0.0	-1.0
ZNF302	1.0	0.0	1.0	0.0	0.0
ZNF311	-1.0	1.0	0.0	unstable_segmentation	-1.0
ZNF316	0.0	1.0	1.0	unstable_segmentation	1.0
ZNF317	0.0	0.0	1.0	-1.0	0.0
ZNF318	1.0	0.0	1.0	unstable_segmentation	-1.0
ZNF319	0.0	-1.0	1.0	2.0	0.0
ZNF32	1.0	unstable_segmentation	1.0	2.0	-1.0
ZNF320	1.0	0.0	2.0	1.0	0.0
ZNF321P	1.0	0.0	2.0	1.0	0.0
ZNF322	-1.0	1.0	0.0	unstable_segmentation	-1.0
ZNF324	1.0	unstable_segmentation	2.0	unstable_segmentation	unstable_segmentation
ZNF324B	1.0	unstable_segmentation	2.0	unstable_segmentation	unstable_segmentation
ZNF326	0.0	-1.0	1.0	unstable_segmentation	1.0
ZNF329	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF330	-1.0	1.0	0.0	unstable_segmentation	-1.0
ZNF331	1.0	0.0	2.0	1.0	0.0
ZNF333	2.0	0.0	unstable_segmentation	1.0	0.0
ZNF334	1.0	1.0	1.0	0.0	0.0
ZNF335	1.0	1.0	1.0	0.0	0.0
ZNF337	2.0	unstable_segmentation	0.0	unstable_segmentation	0.0
ZNF33B	1.0	unstable_segmentation	1.0	2.0	-1.0
ZNF34	2.0	unstable_segmentation	2.0	unstable_segmentation	-1.0
ZNF341	2.0	1.0	1.0	unstable_segmentation	0.0
ZNF343	1.0	1.0	1.0	-1.0	0.0
ZNF345	1.0	0.0	1.0	0.0	0.0
ZNF346	1.0	-1.0	1.0	0.0	-1.0
ZNF347	1.0	0.0	2.0	1.0	0.0
ZNF35	-1.0	1.0	-1.0	0.0	-1.0
ZNF350	1.0	0.0	2.0	1.0	0.0
ZNF354A	1.0	-1.0	1.0	0.0	-1.0
ZNF354B	1.0	-1.0	1.0	0.0	-1.0
ZNF354C	1.0	-1.0	1.0	0.0	-1.0
ZNF358	0.0	0.0	1.0	-1.0	0.0
ZNF362	0.0	unstable_segmentation	-1.0	0.0	1.0
ZNF365	1.0	-1.0	-1.0	-1.0	-1.0
ZNF366	1.0	-1.0	-1.0	unstable_segmentation	-1.0
ZNF367	0.0	1.0	1.0	1.0	0.0
ZNF382	1.0	0.0	1.0	0.0	0.0
ZNF383	1.0	0.0	1.0	0.0	0.0
ZNF384	0.0	0.0	1.0	1.0	0.0
ZNF385A	0.0	0.0	-1.0	-1.0	-1.0
ZNF385B	-1.0	0.0	0.0	unstable_segmentation	0.0
ZNF385C	-1.0	0.0	unstable_segmentation	-1.0	0.0
ZNF391	-1.0	1.0	0.0	unstable_segmentation	-1.0
ZNF396	0.0	0.0	-1.0	1.0	0.0
ZNF397	0.0	0.0	-1.0	1.0	0.0
ZNF398	-1.0	1.0	unstable_segmentation	unstable_segmentation	1.0
ZNF404	1.0	0.0	1.0	-1.0	0.0
ZNF408	1.0	unstable_segmentation	0.0	-1.0	0.0
ZNF410	1.0	0.0	0.0	-1.0	-1.0
ZNF414	0.0	0.0	1.0	-1.0	0.0
ZNF415	1.0	0.0	2.0	1.0	0.0
ZNF416	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF417	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF418	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF419	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF420	1.0	0.0	1.0	0.0	0.0
ZNF423	0.0	-1.0	2.0	unstable_segmentation	0.0
ZNF426	0.0	0.0	1.0	-1.0	0.0
ZNF428	1.0	0.0	1.0	-1.0	0.0
ZNF429	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF43	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF430	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF431	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF432	1.0	0.0	2.0	1.0	0.0
ZNF433	0.0	0.0	1.0	unstable_segmentation	0.0
ZNF438	1.0	0.0	1.0	-1.0	unstable_segmentation
ZNF439	0.0	0.0	1.0	unstable_segmentation	0.0
ZNF44	0.0	0.0	1.0	1.0	0.0
ZNF440	0.0	0.0	1.0	unstable_segmentation	0.0
ZNF441	0.0	0.0	1.0	unstable_segmentation	0.0
ZNF442	0.0	0.0	1.0	1.0	0.0
ZNF443	0.0	0.0	1.0	1.0	0.0
ZNF444	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF445	-1.0	1.0	-1.0	0.0	-1.0
ZNF446	1.0	unstable_segmentation	2.0	unstable_segmentation	unstable_segmentation
ZNF449	1.0	unstable_segmentation	1.0	unstable_segmentation	unstable_segmentation
ZNF45	1.0	0.0	1.0	-1.0	0.0
ZNF451	-1.0	1.0	0.0	1.0	unstable_segmentation
ZNF454	1.0	-1.0	1.0	0.0	-1.0
ZNF460	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF461	1.0	0.0	1.0	0.0	0.0
ZNF462	0.0	1.0	1.0	unstable_segmentation	0.0
ZNF467	-1.0	1.0	unstable_segmentation	unstable_segmentation	1.0
ZNF468	1.0	0.0	2.0	1.0	0.0
ZNF469	0.0	-1.0	1.0	unstable_segmentation	unstable_segmentation
ZNF470	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF471	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF473	1.0	0.0	1.0	unstable_segmentation	0.0
ZNF474	1.0	-1.0	-1.0	unstable_segmentation	-1.0
ZNF48	1.0	0.0	unstable_segmentation	unstable_segmentation	0.0
ZNF480	1.0	0.0	2.0	1.0	0.0
ZNF483	0.0	1.0	1.0	unstable_segmentation	0.0
ZNF484	0.0	1.0	1.0	1.0	0.0
ZNF485	1.0	unstable_segmentation	1.0	2.0	-1.0
ZNF486	2.0	0.0	1.0	0.0	unstable_segmentation
ZNF487	1.0	unstable_segmentation	1.0	2.0	-1.0
ZNF488	1.0	unstable_segmentation	unstable_segmentation	0.0	-1.0
ZNF490	0.0	0.0	1.0	1.0	0.0
ZNF491	0.0	0.0	1.0	unstable_segmentation	0.0
ZNF492	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF493	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF496	2.0	1.0	unstable_segmentation	0.0	1.0
ZNF497	1.0	unstable_segmentation	2.0	unstable_segmentation	unstable_segmentation
ZNF500	1.0	0.0	0.0	0.0	unstable_segmentation
ZNF501	-1.0	1.0	-1.0	0.0	-1.0
ZNF502	-1.0	1.0	-1.0	0.0	-1.0
ZNF503	0.0	-1.0	-1.0	-1.0	-1.0
ZNF506	1.0	0.0	1.0	0.0	0.0
ZNF507	1.0	0.0	1.0	0.0	0.0
ZNF510	0.0	1.0	1.0	1.0	0.0
ZNF511	0.0	-1.0	unstable_segmentation	1.0	-1.0
ZNF512	-1.0	0.0	0.0	-1.0	0.0
ZNF513	-1.0	0.0	0.0	-1.0	0.0
ZNF517	2.0	unstable_segmentation	2.0	unstable_segmentation	-1.0
ZNF518A	0.0	-1.0	-1.0	-1.0	-1.0
ZNF519	1.0	0.0	0.0	unstable_segmentation	0.0
ZNF521	0.0	0.0	0.0	1.0	0.0
ZNF524	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF525	1.0	0.0	2.0	1.0	0.0
ZNF526	1.0	0.0	1.0	-1.0	0.0
ZNF527	1.0	0.0	1.0	0.0	0.0
ZNF528	1.0	0.0	2.0	1.0	0.0
ZNF529	1.0	0.0	1.0	0.0	0.0
ZNF530	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF532	1.0	0.0	-1.0	-1.0	0.0
ZNF534	1.0	0.0	2.0	1.0	0.0
ZNF536	1.0	0.0	1.0	0.0	0.0
ZNF540	1.0	0.0	1.0	0.0	0.0
ZNF541	1.0	0.0	1.0	-1.0	0.0
ZNF543	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF544	1.0	0.0	2.0	unstable_segmentation	unstable_segmentation
ZNF546	1.0	0.0	1.0	-1.0	0.0
ZNF547	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF548	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF549	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF550	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF551	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF552	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF557	0.0	0.0	1.0	-1.0	0.0
ZNF558	0.0	0.0	1.0	-1.0	0.0
ZNF559	0.0	0.0	1.0	-1.0	0.0
ZNF559-ZNF177	0.0	0.0	1.0	-1.0	0.0
ZNF560	0.0	0.0	1.0	-1.0	0.0
ZNF561	0.0	0.0	1.0	-1.0	0.0
ZNF562	0.0	0.0	1.0	-1.0	0.0
ZNF563	0.0	0.0	1.0	1.0	0.0
ZNF564	0.0	0.0	1.0	1.0	0.0
ZNF565	1.0	0.0	1.0	0.0	0.0
ZNF566	1.0	0.0	1.0	0.0	0.0
ZNF567	1.0	0.0	1.0	0.0	0.0
ZNF568	1.0	0.0	1.0	0.0	0.0
ZNF569	1.0	0.0	1.0	0.0	0.0
ZNF570	1.0	0.0	1.0	0.0	0.0
ZNF571	1.0	0.0	1.0	0.0	0.0
ZNF572	2.0	unstable_segmentation	unstable_segmentation	2.0	-1.0
ZNF573	1.0	0.0	1.0	0.0	0.0
ZNF574	1.0	0.0	1.0	-1.0	0.0
ZNF575	1.0	0.0	1.0	-1.0	0.0
ZNF576	1.0	0.0	1.0	-1.0	0.0
ZNF577	1.0	0.0	2.0	1.0	0.0
ZNF578	1.0	0.0	2.0	1.0	0.0
ZNF579	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF580	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF581	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF582	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF583	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF584	1.0	unstable_segmentation	2.0	unstable_segmentation	unstable_segmentation
ZNF585A	1.0	0.0	1.0	0.0	0.0
ZNF585B	1.0	0.0	1.0	0.0	0.0
ZNF586	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF587	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF587B	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF589	-1.0	1.0	0.0	0.0	-1.0
ZNF592	1.0	1.0	-1.0	unstable_segmentation	0.0
ZNF593	0.0	0.0	-1.0	unstable_segmentation	1.0
ZNF594	1.0	0.0	0.0	1.0	-1.0
ZNF597	1.0	0.0	0.0	0.0	unstable_segmentation
ZNF598	1.0	0.0	0.0	0.0	unstable_segmentation
ZNF599	1.0	0.0	1.0	0.0	0.0
ZNF600	1.0	0.0	2.0	1.0	0.0
ZNF605	1.0	unstable_segmentation	-1.0	-1.0	unstable_segmentation
ZNF606	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF607	1.0	0.0	1.0	0.0	0.0
ZNF608	1.0	-1.0	-1.0	-1.0	-1.0
ZNF609	2.0	-1.0	-1.0	0.0	0.0
ZNF610	1.0	0.0	2.0	1.0	0.0
ZNF611	1.0	0.0	2.0	1.0	0.0
ZNF613	1.0	0.0	2.0	1.0	0.0
ZNF614	1.0	0.0	2.0	1.0	0.0
ZNF615	1.0	0.0	2.0	1.0	0.0
ZNF616	1.0	0.0	2.0	1.0	0.0
ZNF618	0.0	1.0	1.0	0.0	0.0
ZNF619	2.0	1.0	-1.0	0.0	-1.0
ZNF620	2.0	1.0	-1.0	0.0	-1.0
ZNF621	2.0	1.0	-1.0	0.0	-1.0
ZNF622	2.0	-1.0	2.0	1.0	-1.0
ZNF623	2.0	0.0	2.0	unstable_segmentation	-1.0
ZNF624	1.0	0.0	unstable_segmentation	unstable_segmentation	-1.0
ZNF625	0.0	0.0	1.0	1.0	0.0
ZNF626	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF627	0.0	0.0	1.0	-1.0	0.0
ZNF628	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF629	1.0	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZNF638	-1.0	0.0	0.0	-1.0	0.0
ZNF639	1.0	1.0	1.0	0.0	-1.0
ZNF641	0.0	0.0	-1.0	-1.0	-1.0
ZNF644	0.0	-1.0	1.0	unstable_segmentation	1.0
ZNF646	1.0	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZNF648	1.0	1.0	0.0	1.0	1.0
ZNF649	1.0	0.0	2.0	1.0	0.0
ZNF653	0.0	0.0	1.0	-1.0	0.0
ZNF66	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF660	-1.0	1.0	-1.0	0.0	-1.0
ZNF662	-1.0	1.0	-1.0	0.0	-1.0
ZNF664	0.0	0.0	-1.0	-1.0	-1.0
ZNF665	1.0	0.0	2.0	1.0	0.0
ZNF667	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF668	1.0	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZNF669	2.0	1.0	unstable_segmentation	0.0	1.0
ZNF670	2.0	1.0	unstable_segmentation	0.0	1.0
ZNF671	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF672	2.0	unstable_segmentation	-1.0	unstable_segmentation	unstable_segmentation
ZNF676	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF677	1.0	0.0	2.0	1.0	0.0
ZNF678	1.0	1.0	1.0	0.0	1.0
ZNF682	1.0	0.0	1.0	0.0	0.0
ZNF683	0.0	0.0	-1.0	unstable_segmentation	1.0
ZNF684	0.0	0.0	-1.0	unstable_segmentation	1.0
ZNF687	1.0	1.0	-1.0	0.0	1.0
ZNF688	1.0	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZNF689	1.0	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZNF69	0.0	0.0	1.0	unstable_segmentation	0.0
ZNF691	0.0	0.0	-1.0	0.0	1.0
ZNF692	2.0	unstable_segmentation	-1.0	unstable_segmentation	unstable_segmentation
ZNF695	2.0	1.0	unstable_segmentation	0.0	1.0
ZNF696	2.0	0.0	2.0	unstable_segmentation	-1.0
ZNF697	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZNF699	0.0	0.0	1.0	-1.0	0.0
ZNF7	2.0	unstable_segmentation	2.0	unstable_segmentation	-1.0
ZNF70	2.0	1.0	0.0	unstable_segmentation	-1.0
ZNF700	0.0	0.0	1.0	unstable_segmentation	0.0
ZNF701	1.0	0.0	2.0	1.0	0.0
ZNF705A	0.0	0.0	1.0	unstable_segmentation	0.0
ZNF705D	-1.0	unstable_segmentation	-1.0	0.0	-1.0
ZNF707	2.0	0.0	2.0	unstable_segmentation	-1.0
ZNF708	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF709	0.0	0.0	1.0	1.0	0.0
ZNF71	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF710	1.0	1.0	unstable_segmentation	unstable_segmentation	0.0
ZNF711	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZNF713	2.0	1.0	1.0	0.0	1.0
ZNF714	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF717	-1.0	1.0	unstable_segmentation	unstable_segmentation	-1.0
ZNF720	1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZNF728	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF729	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF730	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF737	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF738	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF74	2.0	0.0	0.0	-1.0	-1.0
ZNF740	0.0	0.0	-1.0	-1.0	-1.0
ZNF746	-1.0	1.0	unstable_segmentation	unstable_segmentation	1.0
ZNF747	1.0	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZNF749	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF750	2.0	0.0	unstable_segmentation	unstable_segmentation	0.0
ZNF75A	1.0	0.0	0.0	0.0	unstable_segmentation
ZNF75D	1.0	unstable_segmentation	1.0	unstable_segmentation	unstable_segmentation
ZNF76	1.0	0.0	0.0	1.0	-1.0
ZNF761	1.0	0.0	2.0	1.0	0.0
ZNF763	0.0	0.0	1.0	unstable_segmentation	0.0
ZNF764	1.0	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZNF765	1.0	0.0	2.0	1.0	0.0
ZNF766	1.0	0.0	2.0	1.0	0.0
ZNF768	1.0	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZNF770	1.0	-1.0	-1.0	-1.0	1.0
ZNF771	1.0	0.0	unstable_segmentation	unstable_segmentation	0.0
ZNF772	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF773	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF774	1.0	1.0	unstable_segmentation	unstable_segmentation	0.0
ZNF775	-1.0	1.0	unstable_segmentation	unstable_segmentation	1.0
ZNF776	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF777	-1.0	1.0	unstable_segmentation	unstable_segmentation	1.0
ZNF778	0.0	-1.0	1.0	unstable_segmentation	unstable_segmentation
ZNF780A	1.0	0.0	1.0	-1.0	0.0
ZNF780B	1.0	0.0	1.0	-1.0	0.0
ZNF781	1.0	0.0	1.0	0.0	0.0
ZNF782	0.0	1.0	1.0	1.0	0.0
ZNF783	-1.0	1.0	unstable_segmentation	unstable_segmentation	1.0
ZNF784	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF785	1.0	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZNF787	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF79	0.0	1.0	1.0	0.0	0.0
ZNF790	1.0	0.0	1.0	0.0	0.0
ZNF791	0.0	0.0	1.0	1.0	0.0
ZNF792	1.0	0.0	1.0	0.0	0.0
ZNF793	1.0	0.0	1.0	0.0	0.0
ZNF799	0.0	0.0	1.0	1.0	0.0
ZNF8	1.0	unstable_segmentation	2.0	unstable_segmentation	unstable_segmentation
ZNF80	1.0	1.0	0.0	-1.0	-1.0
ZNF804A	-1.0	0.0	0.0	unstable_segmentation	0.0
ZNF804B	-1.0	1.0	-1.0	1.0	1.0
ZNF805	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF808	1.0	0.0	2.0	1.0	0.0
ZNF813	1.0	0.0	2.0	1.0	0.0
ZNF814	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF816	1.0	0.0	2.0	1.0	0.0
ZNF821	0.0	unstable_segmentation	1.0	2.0	0.0
ZNF823	0.0	0.0	1.0	unstable_segmentation	0.0
ZNF827	-1.0	1.0	0.0	unstable_segmentation	-1.0
ZNF829	1.0	0.0	1.0	0.0	0.0
ZNF83	1.0	0.0	2.0	1.0	0.0
ZNF835	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF836	1.0	0.0	2.0	1.0	0.0
ZNF837	1.0	unstable_segmentation	2.0	unstable_segmentation	unstable_segmentation
ZNF84	1.0	unstable_segmentation	-1.0	-1.0	unstable_segmentation
ZNF841	1.0	0.0	2.0	1.0	0.0
ZNF843	1.0	0.0	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZNF844	0.0	0.0	1.0	1.0	0.0
ZNF845	1.0	0.0	2.0	1.0	0.0
ZNF846	0.0	0.0	1.0	-1.0	0.0
ZNF85	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF850	1.0	0.0	1.0	0.0	0.0
ZNF852	-1.0	1.0	-1.0	0.0	-1.0
ZNF853	0.0	1.0	1.0	unstable_segmentation	1.0
ZNF862	-1.0	1.0	unstable_segmentation	unstable_segmentation	1.0
ZNF865	1.0	0.0	2.0	unstable_segmentation	0.0
ZNF878	0.0	0.0	1.0	unstable_segmentation	0.0
ZNF879	1.0	-1.0	1.0	0.0	-1.0
ZNF880	1.0	0.0	2.0	1.0	0.0
ZNF891	1.0	unstable_segmentation	-1.0	-1.0	unstable_segmentation
ZNF90	1.0	0.0	1.0	0.0	0.0
ZNF91	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF92	-1.0	1.0	unstable_segmentation	unstable_segmentation	1.0
ZNF93	1.0	0.0	1.0	0.0	0.0
ZNF98	0.0	0.0	1.0	0.0	unstable_segmentation
ZNF99	0.0	0.0	1.0	0.0	unstable_segmentation
ZNFX1	1.0	1.0	1.0	0.0	0.0
ZNHIT6	0.0	0.0	1.0	unstable_segmentation	1.0
ZNRF1	0.0	-1.0	1.0	unstable_segmentation	0.0
ZNRF2	0.0	1.0	1.0	0.0	1.0
ZNRF3	2.0	1.0	-1.0	unstable_segmentation	-1.0
ZNRF4	0.0	0.0	unstable_segmentation	-1.0	0.0
ZP2	1.0	unstable_segmentation	0.0	2.0	unstable_segmentation
ZP3	-1.0	1.0	unstable_segmentation	1.0	unstable_segmentation
ZP4	1.0	unstable_segmentation	1.0	0.0	1.0
ZPBP	2.0	1.0	unstable_segmentation	0.0	1.0
ZPLD1	1.0	1.0	0.0	-1.0	-1.0
ZPR1	-1.0	0.0	1.0	unstable_segmentation	unstable_segmentation
ZRANB1	0.0	-1.0	1.0	1.0	-1.0
ZRANB2	0.0	0.0	-1.0	unstable_segmentation	1.0
ZRANB3	-1.0	0.0	0.0	-1.0	-1.0
ZRSR2	-1.0	unstable_segmentation	unstable_segmentation	unstable_segmentation	unstable_segmentation
ZSCAN1	1.0	0.0	2.0	unstable_segmentation	0.0
ZSCAN10	1.0	0.0	0.0	0.0	unstable_segmentation
ZSCAN12	-1.0	1.0	0.0	unstable_segmentation	-1.0
ZSCAN16	-1.0	1.0	0.0	unstable_segmentation	-1.0
ZSCAN18	1.0	0.0	2.0	unstable_segmentation	0.0
ZSCAN2	1.0	1.0	-1.0	unstable_segmentation	0.0
ZSCAN20	0.0	unstable_segmentation	-1.0	0.0	1.0
ZSCAN22	1.0	unstable_segmentation	2.0	unstable_segmentation	unstable_segmentation
ZSCAN23	-1.0	1.0	0.0	unstable_segmentation	-1.0
ZSCAN26	-1.0	1.0	0.0	unstable_segmentation	-1.0
ZSCAN29	1.0	-1.0	-1.0	-1.0	1.0
ZSCAN30	0.0	0.0	-1.0	1.0	0.0
ZSCAN31	-1.0	1.0	0.0	unstable_segmentation	-1.0
ZSCAN32	1.0	0.0	0.0	0.0	unstable_segmentation
ZSCAN4	1.0	0.0	2.0	unstable_segmentation	0.0
ZSCAN5A	1.0	0.0	2.0	unstable_segmentation	0.0
ZSCAN5B	1.0	0.0	2.0	unstable_segmentation	0.0
ZSCAN9	-1.0	1.0	0.0	unstable_segmentation	-1.0
ZSWIM1	1.0	1.0	1.0	0.0	0.0
ZSWIM2	-1.0	0.0	0.0	unstable_segmentation	0.0
ZSWIM3	1.0	1.0	1.0	0.0	0.0
ZSWIM4	0.0	0.0	unstable_segmentation	1.0	0.0
ZSWIM5	0.0	0.0	-1.0	0.0	1.0
ZSWIM6	1.0	-1.0	-1.0	unstable_segmentation	-1.0
ZSWIM8	0.0	unstable_segmentation	-1.0	-1.0	-1.0
ZW10	-1.0	unstable_segmentation	1.0	unstable_segmentation	unstable_segmentation
ZWILCH	1.0	-1.0	-1.0	0.0	0.0
ZWINT	1.0	-1.0	-1.0	unstable_segmentation	-1.0
ZXDC	1.0	1.0	unstable_segmentation	unstable_segmentation	-1.0
ZYG11B	0.0	0.0	-1.0	-1.0	1.0
ZYX	0.0	2.0	unstable_segmentation	unstable_segmentation	1.0
ZZEF1	1.0	0.0	0.0	1.0	-1.0
AASDH	unstable_segmentation	1.0	unstable_segmentation	0.0	-1.0
AATF	unstable_segmentation	0.0	unstable_segmentation	unstable_segmentation	0.0
ABCA7	unstable_segmentation	0.0	0.0	-1.0	0.0
ABCC3	unstable_segmentation	0.0	0.0	-1.0	0.0
ABCD3	unstable_segmentation	-1.0	1.0	unstable_segmentation	1.0
ABCG1	unstable_segmentation	0.0	-1.0	-1.0	0.0
ABHD15	unstable_segmentation	0.0	0.0	-1.0	0.0
ABHD16B	unstable_segmentation	1.0	1.0	0.0	0.0
ABHD17A	unstable_segmentation	0.0	0.0	-1.0	0.0
ABHD3	unstable_segmentation	0.0	0.0	1.0	unstable_segmentation
ABI3	unstable_segmentation	0.0	0.0	-1.0	0.0
AC006445.1	unstable_segmentation	-1.0	-1.0	unstable_segmentation	-1.0
AC006538.4	unstable_segmentation	0.0	0.0	-1.0	0.0
AC009121.2	unstable_segmentation	0.0	0.0	unstable_segmentation	unstable_segmentation
AC016734.1	unstable_segmentation	0.0	0.0	unstable_segmentation	0.0
AC024060.1	unstable_segmentation	-1.0	unstable_segmentation	unstable_segmentation	-1.0
AC073130.2	unstable_segmentation	1.0	-1.0	unstable_segmentation	1.0
AC090958.1	unstable_segmentation	-1.0	unstable_segmentation	unstable_segmentation	-1.0
AC091180.1	unstable_segmentation	0.0	0.0	-1.0	0.0
AC242988.1	unstable_segmentation	1.0	-1.0	0.0	1.0
AC243829.1	unstable_segmentation	0.0	unstable_segmentation	unstable_segmentation	0.0
AC245100.1	unstable_segmentation	1.0	-1.0	unstable_segmentation	2.0
AC253572.1	unstable_segmentation	1.0	unstable_segmentation	unstable_segmentation	2.0
ACAA1	unstable_segmentation	1.0	-1.0	unstable_segmentation	-1.0
ACAA2	unstable_segmentation	0.0	-1.0	1.0	0.0
ACACA	unstable_segmentation	0.0	unstable_segmentation	unstable_segmentation	0.0
ACER2	unstable_segmentation	-1.0	0.0	-1.0	0.0
ACHE	unstable_segmentation	1.0	0.0	1.0	1.0
ACOT13	unstable_segmentation	1.0	0.0	unstable_segmentation	-1.0
ACOX3	unstable_segmentation	-1.0	unstable_segmentation	unstable_segmentation	-1.0
ACP6	unstable_segmentation	1.0	-1.0	unstable_segmentation	unstable_segmentation
ACSF2	unstable_segmentation	0.0	0.0	-1.0	0.0
ACTL6B	unstable_segmentation	1.0	0.0	1.0	1.0
ACTN3	unstable_segmentation	0.0	1.0	1.0	0.0
ACTR1B	unstable_segmentation	0.0	unstable_segmentation	1.0	-1.0
ACTR3	unstable_segmentation	0.0	0.0	unstable_segmentation	unstable_segmentation
ACVR2B	unstable_segmentation	1.0	-1.0	unstable_segmentation	-1.0
ACY3	unstable_segmentation	0.0	1.0	1.0	0.0
ADAM18	unstable_segmentation	0.0	-1.0	-1.0	-1.0
ADAM2	unstable_segmentation	0.0	unstable_segmentation	-1.0	-1.0
ADAM28	unstable_segmentation	0.0	-1.0	-1.0	-1.0
ADAM32	unstable_segmentation	0.0	-1.0	-1.0	-1.0
ADAM7	unstable_segmentation	0.0	-1.0	-1.0	-1.0
ADAM9	unstable_segmentation	0.0	-1.0	-1.0	-1.0
ADAMDEC1	unstable_segmentation	0.0	-1.0	-1.0	-1.0
ADAMTSL1	unstable_segmentation	-1.0	0.0	-1.0	0.0
ADAMTSL5	unstable_segmentation	0.0	0.0	-1.0	0.0
ADAP2	unstable_segmentation	0.0	0.0	-1.0	0.0
ADARB2	unstable_segmentation	-1.0	-1.0	unstable_segmentation	-1.0
ADAT3	unstable_segmentation	0.0	0.0	-1.0	0.0
ADGRA2	unstable_segmentation	0.0	-1.0	-1.0	-1.0
ADGRL3	unstable_segmentation	1.0	unstable_segmentation	0.0	-1.0
ADIPOR1	unstable_segmentation	1.0	unstable_segmentation	1.0	1.0
ADORA1	unstable_segmentation	1.0	unstable_segmentation	1.0	1.0
ADORA2B	unstable_segmentation	0.0	unstable_segmentation	unstable_segmentation	-1.0
